date,OP,CP,HP,LP,DF,RD,TV,TC,TO
2017-05-22,0.97,0.97,0.97,0.96,0.0,0,310000,4,300600
2017-05-23,0.94,0.9,0.94,0.9,-0.07,-1,300000,3,276000
2017-05-24,,,,,0.0,0,0,0,0
2017-05-25,0.81,0.8,0.81,0.8,0.0,0,320000,2,257200
2017-05-26,,,,,0.0,0,0,0,0
2017-05-31,0.8,0.84,0.84,0.8,0.0,0,400000,4,330000
2017-06-01,,,,,0.0,0,0,0,0
2017-06-02,,,,,0.0,0,0,0,0
2017-06-03,0.67,0.67,0.67,0.67,0.0,0,39000,1,26130
2017-06-05,0.65,0.64,0.65,0.64,-0.03,-1,594000,6,385110
